arrivalRate,brownoutMethod,discipline,outDir,relativeDeviation,seed,timeNmu,timeNsigma,timeYmu,timeYsigma,optionalRatio,rtAvg,rtMax,rtP95,rtP99,rtP999,utilization
80,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0080,1,3,0.00067,6.7e-06,0.07,0.0007,0.167823431427,0.0519474731088,0.236927700546,0.190582158026,0.212895219479,0.225748543458,0.985153755896
90,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0090,1,3,0.00067,6.7e-06,0.07,0.0007,0.149472377405,0.049503744075,0.236123045181,0.185632867526,0.216792257555,0.227813348577,0.98634557202
100,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0100,1,3,0.00067,6.7e-06,0.07,0.0007,0.134057565237,0.0471075043426,0.237056195688,0.180101716244,0.212938673672,0.226405073576,0.989093237825
200,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0200,1,3,0.00067,6.7e-06,0.07,0.0007,0.0622773820125,0.036702505273,0.247172069299,0.145844537922,0.200402158845,0.236607137154,0.996813263414
300,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0300,1,3,0.00067,6.7e-06,0.07,0.0007,0.0383561643836,0.0331861534119,0.269631052209,0.0446739632265,0.172243460599,0.240192553506,0.998626123419
400,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0400,1,3,0.00067,6.7e-06,0.07,0.0007,0.0264314729286,0.0326500494105,0.207466422538,0.0390234696249,0.180163402884,0.19561355791,0.99926044215
500,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0500,1,3,0.00067,6.7e-06,0.07,0.0007,0.0192908814861,0.0336462306967,0.235206919016,0.041788832319,0.188765483196,0.213494293124,0.999447678158
600,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0600,1,3,0.00067,6.7e-06,0.07,0.0007,0.0145008573772,0.0334294285978,0.24641649077,0.0445198140185,0.187385002823,0.228260676084,0.999677117955
700,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0700,1,3,0.00067,6.7e-06,0.07,0.0007,0.0109965307616,0.0340921308794,0.280633924149,0.0482762252073,0.119587685758,0.247746557253,0.999953618327
800,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0800,1,3,0.00067,6.7e-06,0.07,0.0007,0.00832075759044,0.0336687484029,0.319250210543,0.0522694946924,0.0602743070726,0.267407925922,0.999969894791
900,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0003-arrivalRate0900,1,3,0.00067,6.7e-06,0.07,0.0007,0.00623812733623,0.0332411408549,0.361445735378,0.0569548778194,0.064405933457,0.286658899096,0.999985049327
1,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0004-arrivalRate0001,1,4,0.00067,6.7e-06,0.07,0.0007,1.0,0.0760458777504,0.169148944892,0.121951611929,0.155705982153,0.167804648618,0.0707409525899
2,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0004-arrivalRate0002,1,4,0.00067,6.7e-06,0.07,0.0007,1.0,0.0845876648752,0.221153837498,0.140757961321,0.195112817181,0.218353757119,0.130119572159
3,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0004-arrivalRate0003,1,4,0.00067,6.7e-06,0.07,0.0007,1.0,0.0910633741923,0.240365919041,0.180662483594,0.216839473242,0.237659156581,0.201748870463
4,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0004-arrivalRate0004,1,4,0.00067,6.7e-06,0.07,0.0007,0.996978851964,0.0980893302318,0.25610139783,0.200612970542,0.250691706432,0.255728683284,0.258329710999
5,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0004-arrivalRate0005,1,4,0.00067,6.7e-06,0.07,0.0007,0.995061728395,0.102272399619,0.280814493383,0.203834309928,0.25850836901,0.27542046111,0.318852424959
6,timecut,ps,results-ps-timecut-relativeDeviation0001-seed0004-arrivalRate0006,1,4,0.00067,6.7e-06,0.07,0.0007,0.9875,0.108392772379,0.260672291695,0.215094439751,0.243353192091,0.259151145311,0.376120620247
